"IDLuogo";"X";"Y";"Descrizione";"Origine";"Periodo";"Sito";"Gruppo";"Tipo";"Telefono";"Strada";"Citta";"Provincia";"Regione"
6914;13,36;45,77;"Mosaico del tappeto fiorito";"romani";"";"Aquileia ";"";"mosaico";"";"Via Gemina";"Aquileia";"UD";"FVG"
6915;13,36;45,77;"Mosaico delle Bestie Ferite";"romani";"";"Aquileia ";"";"mosaico";"";"Via delle Vigne Vecchie";"Aquileia";"UD";"FVG"
6916;13,36;45,77;"Oratorio Buon Pastore abito singolare";"romani";"";"Aquileia ";"";"oratorio";"";"Via Vescovo Teodoro";"Aquileia";"UD";"FVG"
6917;13,36;45,77;"Oratorio della pesca";"romani";"";"Aquileia ";"";"oratorio";"";"Via Vescovo Teodoro";"Aquileia";"UD";"FVG"
6918;13,36;45,77;"Mosaico con il tralcio";"romani";"";"Aquileia ";"";"mosaico";"";"Via Vescovo Teodoro";"Aquileia";"UD";"FVG"
6919;13,37;45,77;"Torrione Sud-Est mura repubblicane";"romani";"";"Aquileia ";"difesa";"mura";"";"";"Aquileia";"UD";"FVG"
6920;13,37;45,76;"Complesso Basilicale";"romani";"";"Aquileia ";"religione";"basilica";"";"";"Aquileia";"UD";"FVG"
6921;13,37;45,76;"Grandi Horrea tardo antichi";"romani";"";"Aquileia ";"abitato";"horrea";"";"Via dei Patriarchi";"Aquileia";"UD";"FVG"
6922;13,37;45,76;"Mercati tardoantichi";"romani";"";"Aquileia ";"";"mercato";"";"Via dei Patriarchi";"Aquileia";"UD";"FVG"
6923;13,37;45,76;"Fornaci romane";"romani";"";"Aquileia ";"";"";"";"Borgo San Felice";"Aquileia";"UD";"FVG"
6924;13,36;45,76;"Museo Archeologico";"romani";"";"Aquileia ";"";"museo";"";"Via Roma";"Aquileia";"UD";"FVG"
6925;13,36;45,76;"Fornaci romane";"romani";"";"Aquileia ";"";"";"";"Via Carlo Pisacane";"Aquileia";"UD";"FVG"
6926;13,36;45,76;"Grande Mercato Pubblico romano";"romani";"";"Aquileia ";"";"mercato";"";"Via Enrico Fermi";"Aquileia";"UD";"FVG"
6927;13,36;45,76;"anfiteatro (tracce)";"romani";"";"Aquileia ";"abitato";"teatro";"";"Via Livia";"Aquileia";"UD";"FVG"
6928;13,36;45,76;"Casa Romana con mosaici";"romani";"";"Aquileia ";"abitato";"case";"";"Via Julia Augusta";"Aquileia";"UD";"FVG"
6929;13,36;45,76;"Mosaico di Licurgo e Ambrosia";"romani";"";"Aquileia ";"";"mosaico";"";"Via Julia Augusta";"Aquileia";"UD";"FVG"
6930;13,36;45,76;"Oratorio del Buon Pastore Fondo Dem.CAL";"romani";"";"Aquileia ";"";"oratorio";"";"Via Julia Augusta";"Aquileia";"UD";"FVG"
6931;13,36;45,76;"Oratorio Meridionale fondo dem.CAL";"romani";"";"Aquileia ";"";"oratorio";"";"Via Julia Augusta";"Aquileia";"UD";"FVG"
6932;13,36;45,77;"Porta Meridionale mura repubblicane";"romani";"";"Aquileia ";"architettonico";"porta";"";"Via Vescovo Teodoro";"Aquileia";"UD";"FVG"
6933;13,36;45,76;"Chiesa di S.Giovanni";"romani";"";"Aquileia ";"religione";"chiesa";"";"Via 24 Maggio";"Aquileia";"UD";"FVG"
6934;13,36;45,76;"sepolcreto romano";"romani";"";"Aquileia ";"sepolture";"sepolcreto";"";"Via Annia";"Aquileia";"UD";"FVG"
6935;13,36;45,76;"strada sepolcrale romana";"romani";"";"Aquileia ";"sepolture";"sepolcreto";"";"Via San Girolamo";"Aquileia";"UD";"FVG"
6936;13,36;45,76;"Impianto Termale";"romani";"";"Aquileia ";"abitato";"terme";"";"Via Giovanni Amendola";"Aquileia";"UD";"FVG"
6937;13,37;45,77;"tracce di abitazioni";"romani";"";"Aquileia ";"";"tracce";"";"Via Gemina";"Aquileia";"UD";"FVG"
6938;13,37;45,77;"Ponte romano sul Natisone col Torre";"romani";"";"Aquileia ";"architettonico";"ponte";"";"Via Sacco e Vanzetti";"Aquileia";"UD";"FVG"
6939;13,38;45,67;"Muro obliquo di fortificazione";"romani";"";"Grado ";"difesa";"fortificazione";"";"";"Grado";"GO";"FVG"
6940;13,38;45,67;"Porta Nuova";"romani";"";"Grado ";"architettonico";"porta";"";"";"Grado";"GO";"FVG"
6941;13,38;45,67;"Porta primitiva torrioni quadrangolari";"romani";"";"Grado ";"architettonico";"porta";"";"";"Grado";"GO";"FVG"
6942;13,38;45,67;"Chiesa di S.Eufemia (Duomo)";"romani";"";"Grado ";"religione";"chiesa";"";"";"Grado";"GO";"FVG"
6943;13,38;45,67;"necropoli monumentale";"romani";"";"Grado ";"sepolture";"necropoli";"";"";"Grado";"GO";"FVG"
6944;13,38;45,67;"Chiesa Piazza della Corte";"romani";"";"Grado ";"religione";"chiesa";"";"";"Grado";"GO";"FVG"
6945;13,38;45,67;"Muro di fortificazione di Sud-Est";"romani";"";"Grado ";"difesa";"fortificazione";"";"";"Grado";"GO";"FVG"
6946;13,38;45,67;"Porta primitiva con torrioni quadrangolari";"romani";"";"Grado ";"architettonico";"porta";"";"Via Gradenigo";"Grado";"GO";"FVG"
6948;13,38;45,67;"Chiesa di Santa Maria";"romani";"";"Grado ";"religione";"chiesa";"";"";"Grado";"GO";"FVG"
6949;13,38;45,67;"Porta primitiva torrioni quadrangolari";"romani";"";"Grado ";"architettonico";"porta";"";"Via Gradenigo";"Grado";"GO";"FVG"
6950;13,59;45,78;"Basilica paleocristiana (V sec)";"romani";"V d.c.";"Bocche del Timavo ";"religione";"basilica";"";"Località San Giovanni di Duino";"Duino-Aurisina / Devin-Nabrežina";"TS";"FVG"
6951;13,59;45,78;"Villa romana (I sec) -Parco Randaccio";"romani";"I d.c.";"Bocche del Timavo ";"";"villa";"";"Località San Giovanni di Duino";"Duino-Aurisina / Devin-Nabrežina";"TS";"FVG"
6952;13,76;45,64;"Basil.paleocristiana (V sec)-v.Madonna del mare";"romani";"V d.c.";"Trieste ";"religione";"basilica";"";"Via della Madonna del Mare";"Trieste";"TS";"FVG"
6953;13,76;45,64;"Arco Romano Detto 'di Riccardo'. Pza Barbacan";"romani";"";"Trieste ";"abitato";"arco";"";"";"Trieste";"TS";"FVG"
6954;13,77;45,64;"Teatro Romano (I sec) - Via Del Teatro Romano";"romani";"I d.c.";"Trieste ";"abitato";"teatro";"";"Via del Teatro Romano";"Trieste";"TS";"FVG"
6955;13,77;45,64;"Antiquarium Via Donota (IV sec)";"romani";"IV d.c.";"Trieste ";"";"";"";"Via di Donota";"Trieste";"TS";"FVG"
6956;13,82;45,61;"Antiquarium Acquedotto Romano";"romani";"";"Trieste ";"abitato";"acquedotto";"040436310";"Via Rodolfo Donaggio";"Trieste";"TS";"FVG"
6957;12,53;45,85;"Casa Gaia (XIV sec) -V.Businello (TV)";"romani";"XIV d.c.";"Portobuffole' ";"abitato";"case";"";"Via Businello";"Portobuffolè";"TV";"VEN"
6958;12,53;45,85;"Pza Vittorio Emanuele II";"romani";"";"Portobuffole' ";"";"";"";"Calle Fabbri";"Portobuffolè";"TV";"VEN"
6959;12,53;45,85;"Villa Giustiniani";"romani";"";"Portobuffole' ";"";"villa";"";"Via Giustiniani";"Portobuffolè";"TV";"VEN"
6971;12,81;45,84;"Abbazia S.Maria in Sylvis (VIII sec)";"romani";"VIII d.c.";"Sesto al Reghena ";"religione";"abbazia";"";"";"Sesto al Reghena";"PN";"FVG"
6972;12,88;45,84;"PN Borgo Caratteristico";"romani";"";"Cordovado ";"abitato";"borgo";"";"Via Antonio Carneo";"Cordovado";"PN";"FVG"
6973;12,88;45,88;"Villa Freschi (XVIII sec)";"romani";"XVIII d.c.";"Ramuscello ";"";"villa";"";"Via Guglielmo Marconi";"Sesto al Reghena";"PN";"FVG"
6974;13,01;45,94;"Villa Doge Manin (XVIII sec)";"romani";"XVIII d.c.";"Passariano ";"";"villa";"";"Via dei Dogi";"Codroipo";"UD";"FVG"
6981;13,23;46,06;"Ch.S.Giacomo (XIV sec)-P.za Matteotti-(UD)";"romani";"XIV d.c.";"Udine ";"religione";"chiesa";"";"Piazza Matteotti";"Udine";"UD";"FVG"
6982;13,23;46,06;"Monte di Pieta'";"romani";"XVII d.c.";"Udine ";"";"";"";"Via Mercatovecchio";"Udine";"UD";"FVG"
6983;13,23;46,06;"Loggia Del Lionello (XV sec)-Pza Della Liberta (U";"romani";"XV d.c.";"Udine ";"";"";"";"Piazza Libertà";"Udine";"UD";"FVG"
6984;13,23;46,06;"Porticato S.Giovanni (XVI sec) -Pza Liberta' (UD)";"romani";"XVI d.c.";"Udine ";"";"";"";"";"Udine";"UD";"FVG"
6985;13,23;46,06;"Castello e Museo Civico (XVI sec)-Pza Liberta' UD";"romani";"XVI d.c.";"Udine ";"difesa";"castello";"";"Salita al Castello";"Udine";"UD";"FVG"
6986;13,23;46,06;"Duomo (XIV sec) -P.za Duomo (UD)";"romani";"XIV d.c.";"Udine ";"religione";"duomo";"";"Piazza Del Duomo";"Udine";"UD";"FVG"
6987;13,23;46,06;"Pal.Arcivescovile (XVI sec) -Pza Patriarcato (UD)";"romani";"XIV d.c.";"Udine ";"";"";"";"Via Lovaria";"Udine";"UD";"FVG"
6988;13,12;46,12;"C.di Moruzzo (XII sec)- V. Muriacco - (UD)";"romani";"XII d.c.";"Moruzzo ";"";"";"";"Via Muriacco";"Moruzzo";"UD";"FVG"
6989;13,12;46,11;"Villa Perabo'-Della Savia (XVII sec)";"romani";"XVII d.c.";"Moruzzo ";"";"villa";"";"Via Treppo";"Moruzzo";"UD";"FVG"
6990;13,11;46,11;"Villa Antonini Manin (XVII sec) (UD)";"romani";"XVII d.c.";"Moruzzo ";"";"villa";"";"Via Calcina";"Moruzzo";"UD";"FVG"
6991;13,13;46,12;"Villa Ottelio-Tacoli (XVIII sec)";"romani";"XVIII d.c.";"Moruzzo ";"";"villa";"";"Via Modotto";"Moruzzo";"UD";"FVG"
6992;13,14;46,12;"Castello di Brazza' (XIII sec)- Via Castello";"romani";"XIII d.c.";"Moruzzo ";"difesa";"castello";"";"Via Pietro Savorgnan di Brazzà";"Moruzzo";"UD";"FVG"
6993;13,15;46,12;"Villa Savorgnan di Brazza' (XVIII sec)";"romani";"XVIII d.c.";"Moruzzo ";"";"villa";"";"Strada dei Colli";"Moruzzo";"UD";"FVG"
6994;13,15;46,11;"Chiesetta S.Andrea (XIV sec)-(UD)";"romani";"XIV d.c.";"Moruzzo ";"religione";"chiesa";"";"Strada Sant'Andrea";"Moruzzo";"UD";"FVG"
6995;13,03;46,14;"L. Arcano Sup. - Rive d'Arcano -UD";"romani";"";"C.di Arcano ";"";"";"";"Via Superiore Francesco Arcano";"Rive d'Arcano";"UD";"FVG"
7002;12,89;46,16;"Mulino di Borgo Ampiano (XV sec)";"romani";"XV d.c.";"Pinzano al Tagliamento ";"";"mulino";"";"Borgo Ampiano";"Pinzano al Tagliamento";"PN";"FVG"
7004;13,01;46,46;"Pieve Matrice S.Pietro in Carnia (XIV sec)";"romani";"XIV d.c.";"Zuglio ";"";"";"";"Via Fielis";"Zuglio";"UD";"FVG"
7009;12,99;46,52;"Farie di Checo (fucina XVI sec)";"romani";"XVI d.c.";"Cercivento ";"";"";"";"Via Plan da Farie";"Cercivento";"UD";"FVG"
7010;13,19;46,17;"Via Cassimberg - Cassacco -UD";"romani";"";"C.di Cassacco ";"";"";"";"Via Cassimberg";"Cassacco";"UD";"FVG"
7011;13,19;46,18;"Villa Gallici-Deciani (XVII sec) -V.Gallici";"romani";"XVII d.c.";"Cassacco ";"";"villa";"";"Via Gallici";"Cassacco";"UD";"FVG"
7012;13,14;46,27;"Duomo S.Maria Assunta (XIII sec)";"romani";"XIII d.c.";"Gemona del Friuli ";"religione";"duomo";"";"Via Giuseppe Bini";"Gemona del Friuli";"UD";"FVG"
7013;13,13;46,33;"Duomo S. Andrea Ap.(XIV sec)";"romani";"XIV d.c.";"Venzone ";"religione";"duomo";"";"";"Venzone";"UD";"FVG"
7014;13,13;46,33;"Cappella S.Michele (Cripta Mummie) XIII sec";"romani";"XIII d.c.";"Venzone ";"sepolture";"cripte";"";"";"Venzone";"UD";"FVG"
7015;13,28;46,25;"Grotta Nuova (UD)";"romani";"";"Villanova delle Grotte ";"ipogei";"grotte";"";"Strada comunale bivio S. Osvaldo-Villanova-Bivio Monteaperta";"Lusevera";"UD";"FVG"
7016;13,43;46,09;"Casa Medievale (XIV sec)";"romani";"XIV d.c.";"Cividale ";"abitato";"case";"";"Stretta Michele della Torre";"Cividale del Friuli";"UD";"FVG"
7017;13,43;46,09;"S. Maria in Valle-Tempietto Longobardo";"romani";"";"Cividale ";"religione";"templi";"";"Via Monastero Maggiore";"Cividale del Friuli";"UD";"FVG"
7018;13,43;46,09;"Museo Arch.Naz.(UD)";"romani";"";"Cividale ";"";"museo";"0432700700";"";"Cividale del Friuli";"UD";"FVG"
7019;13,43;46,09;"Duomo e Museo Cristiano (UD)";"romani";"";"Cividale ";"";"museo";"0432730403";"";"Cividale del Friuli";"UD";"FVG"
7021;13,43;46,09;"Ponte del Diavolo (XV sec)";"romani";"XV d.c.";"Cividale ";"architettonico";"ponte";"";"Ponte del Diavolo";"Cividale del Friuli";"UD";"FVG"
7023;13,49;46,05;"castello ruderi";"romani";"";"Albana ";"difesa";"castello";"";"Via Roma";"Prepotto";"UD";"FVG"
7024;13,52;46,09;"L. Castelmonte - Prepotto -UD";"romani";"";"C. di Castelmonte ";"";"";"";"";"Prepotto";"UD";"FVG"
7025;13,62;45,94;"P.le C.A.Seghizzi - Gorizia -GO";"romani";"";"C.di Gorizia ";"";"";"";"Borgo del Castello";"Gorizia";"GO";"FVG"
7026;13,26;45,95;"Villa Mauroner - Pza Mauroner";"romani";"";"S.Maria La Longa ";"";"villa";"";"Piazza Fabio Mauroner";"Santa Maria la Longa";"UD";"FVG"
7027;13,26;45,95;"Villa Agricola Strassoldo - Pza Caimo";"romani";"";"S.Maria La Longa ";"";"villa";"";"Via Bicinicco";"Santa Maria la Longa";"UD";"FVG"
7028;13,28;45,95;"Villa d'Arcano - V.Merlana";"romani";"";"S.Maria La Longa ";"";"villa";"";"Via Merlana";"Santa Maria la Longa";"UD";"FVG"
7029;13,28;45,95;"Villa Cirio - v.Merlana";"romani";"";"S.Maria La Longa ";"";"villa";"";"Via Merlana";"Santa Maria la Longa";"UD";"FVG"
7030;13,28;45,93;"Villa Colloredo Mels - Via Zompicco";"romani";"";"S.Maria La Longa ";"";"villa";"";"Via Zompicco";"Santa Maria la Longa";"UD";"FVG"
7031;13,28;45,93;"Villa Vintani -V.Roma";"romani";"";"S.Maria La Longa ";"";"villa";"";"Via Roma";"Santa Maria la Longa";"UD";"FVG"
7032;13,29;45,93;"Villa Bearzi-V.Ippolito Nievo";"romani";"";"S.Maria La Longa ";"";"villa";"";"Via Ippolito Nievo";"Santa Maria la Longa";"UD";"FVG"
7033;13,29;45,93;"Villa Patriarchi Aquileia-Pza Patriarc";"romani";"";"S.Maria La Longa ";"";"villa";"";"Via Aristide Danielis";"Santa Maria la Longa";"UD";"FVG"
7034;13,29;45,92;"Villa Morelli de Rossi - v.del Rol";"romani";"";"S.Maria La Longa ";"";"villa";"";"Via San Pietro";"Santa Maria la Longa";"UD";"FVG"
7035;13,29;45,92;"Villa Costantini Scala - v.Ronchis";"romani";"";"S.Maria La LOnga ";"";"villa";"";"Via Ronchis";"Santa Maria la Longa";"UD";"FVG"
7036;13,29;45,91;"Villa Orgnani Martina - V.Palmanova";"romani";"";"S.Maria La Longa ";"";"villa";"";"Via Palmanova";"Santa Maria la Longa";"UD";"FVG"
7037;13,27;45,92;"Villa Braida - v.Rogazioni";"romani";"";"S.Maria La Longa ";"";"villa";"";"Via delle Rogazioni";"Santa Maria la Longa";"UD";"FVG"
7038;13,30;45,90;"V.Borgo Udine (UD)";"romani";"";"Palmanova ";"abitato";"borgo";"";"";"Palmanova";"UD";"FVG"
7039;13,34;45,93;"Ch. S.Marco (XIV sec)-Via S.Marco";"romani";"XIV d.c.";"Clauiano ";"abitato";"arco";"";"Via San Marco";"Trivignano Udinese";"UD";"FVG"
7040;13,32;45,86;"V. dei Castelli - Strassoldo -UD";"romani";"";"C.Strassoldo di sopra ";"";"";"";"";"Cervignano del Friuli";"UD";"FVG"
7041;13,32;45,86;"V. dei Castelli - Strassoldo -UD";"romani";"";"C.Strassoldo di sotto ";"";"";"";"";"Cervignano del Friuli";"UD";"FVG"
7042;13,33;45,82;"Abbazia di San Michele (mosaico)";"romani";"";"Cervignano del Friuli ";"religione";"abbazia";"";"Via del Zotto";"Cervignano del Friuli";"UD";"FVG"
7104;13,59;45,77;"Rud - Via Duino - Duino Aurisina -TS";"romani";"";"C.vecchio Duino";"";"";"";"Strada Provinciale 2 di Duino";"Duino-Aurisina / Devin-Nabrežina";"TS";"FVG"
7105;13,60;45,77;"Via Duino - Duino Aurisina -TS";"romani";"";"C.di Duino ";"";"";"";"Strada Provinciale 2 di Duino";"Duino-Aurisina / Devin-Nabrežina";"TS";"FVG"
7114;13,76;45,70;"Grotta gigante ingresso";"romani";"";"Borgo Grotta Gigante ";"ipogei";"grotte";"";"Località Borgo Grotta Gigante";"Sgonico / Zgonik";"TS";"FVG"
7115;13,79;45,72;"Casa Carsica (XVIII sec) -Loc.Rupingrande 31";"romani";"XVIII d.c.";"Monrupino ";"abitato";"case";"";"Località Repen";"Monrupino / Repentabor";"TS";"FVG"
7116;13,80;45,71;"Dir - Loc.Zolla - Monrupino -TS";"romani";"";"Rocca di Monrupino";"";"";"";"Col";"Monrupino / Repentabor";"TS";"FVG"
7117;13,71;45,70;"Ric - Via Miramare - Trieste -TS";"romani";"";"C.di Miramare";"";"";"";"";"Trieste";"TS";"FVG"
7118;13,76;45,64;"Piazza dell'Unit?d'Italia";"romani";"";"Trieste ";"architettonico";"piazza";"";"";"Trieste";"TS";"FVG"
7123;13,77;45,64;"Castello S.Giusto -Parco Rimembranza";"romani";"";"Trieste ";"difesa";"castello";"";"Via San Giusto";"Trieste";"TS";"FVG"
7124;13,77;45,64;"Cattedrale S.Giusto (VI sec)";"romani";"VI d.c.";"Trieste ";"religione";"cattedrale";"";"Piazza della Cattedrale";"Trieste";"TS";"FVG"
7132;13,40;42,07;"(Alba Fucens) ingresso zona archeologica";"romani";"";"Massa d'Albe ";"musei e parchi";"zona archeologica";"";"";"Massa d'Albe";"AQ";"ABR"
7133;13,40;42,07;"Porta Massima";"romani";"";"Massa d'Albe ";"architettonico";"porta";"";"";"Massa d'Albe";"AQ";"ABR"
7134;13,41;42,07;"Mura poligonali italiche";"romani";"";"Massa d'Albe ";"difesa";"mura";"";"";"Massa d'Albe";"AQ";"ABR"
7135;13,41;42,07;"Tempio di Apollo";"romani";"";"Massa d'Albe ";"religione";"templi";"";"";"Massa d'Albe";"AQ";"ABR"
7136;13,41;42,07;"Anfiteatro (I sec.a.C.)";"romani";"I a.c.";"Massa d'Albe ";"abitato";"teatro";"";"";"Massa d'Albe";"AQ";"ABR"
7137;13,41;42,07;"Porta Sud";"romani";"";"Massa d'Albe ";"architettonico";"porta";"";"";"Massa d'Albe";"AQ";"ABR"
7138;13,41;42,07;"Teatro";"romani";"";"Massa d'Albe ";"abitato";"teatro";"";"";"Massa d'Albe";"AQ";"ABR"
7139;13,41;42,07;"Tempio sul Pettorino";"romani";"";"Massa d'Albe ";"religione";"templi";"";"";"Massa d'Albe";"AQ";"ABR"
7140;13,41;42,07;"Sacello";"romani";"";"Massa d'Albe ";"religione";"sacello";"";"";"Massa d'Albe";"AQ";"ABR"
7141;13,41;42,07;"Terme";"romani";"";"Massa d'Albe ";"abitato";"terme";"";"";"Massa d'Albe";"AQ";"ABR"
7142;13,41;42,07;"Domus";"romani";"";"Massa d'Albe ";"abitato";"domus";"";"";"Massa d'Albe";"AQ";"ABR"
7143;13,41;42,07;"Foro";"romani";"";"Massa d'Albe ";"";"foro";"";"";"Massa d'Albe";"AQ";"ABR"
7144;13,41;42,08;"Comizio";"romani";"";"Massa d'Albe ";"";"comizio";"";"";"Massa d'Albe";"AQ";"ABR"
7145;13,41;42,08;"Porta Fellonica";"romani";"";"Massa d'Albe ";"architettonico";"porta";"";"";"Massa d'Albe";"AQ";"ABR"
7146;13,41;42,08;"Terrazza Nord";"romani";"";"Massa d'Albe ";"";"";"";"";"Massa d'Albe";"AQ";"ABR"
7148;13,50;43,62;"Cisterna romana";"romani";"";"Ancona ";"architettonico";"cisterna";"";"Via Giovanni XXIII";"Ancona";"AN";"MAR"
7149;13,50;43,62;"Tempio Afrodite (resti) sotto Duomo S.Ciriaco";"romani";"";"Ancona ";"abitato";"ruderi";"";"Piazza del Duomo";"Ancona";"AN";"MAR"
7150;13,50;43,62;"Porto di Traiano";"romani";"";"Ancona ";"navale";"porto";"";"Banchina Nazario Sauro";"Ancona";"AN";"MAR"
7152;13,51;43,62;"Complesso Termale";"romani";"";"Ancona ";"abitato";"terme";"";"";"Ancona";"AN";"MAR"
7153;13,51;43,62;"Anfiteatro Romano (I sec)";"romani";"I d.c.";"Ancona ";"abitato";"teatro";"";"Via Giuseppe Birarelli";"Ancona";"AN";"MAR"
7154;13,51;43,61;"basolato presso Via Orefici";"romani";"";"Ancona ";"architettonico";"basolato";"";"";"Ancona";"AN";"MAR"
7155;13,51;43,61;"basolato presso Fontana del Calamo";"romani";"";"Ancona ";"architettonico";"basolato";"";"";"Ancona";"AN";"MAR"
7157;11,28;42,41;"Tempio A";"romani";"";"Cosa ";"religione";"templi";"";"Via delle Mimose";"Orbetello";"GR";"TOS"
7158;11,28;42,41;"mura poligonali Nord";"romani";"";"Cosa ";"difesa";"mura";"";"Via delle Ginestre";"Orbetello";"GR";"TOS"
7159;11,28;42,41;"villa romana";"romani";"";"Ansedonia ";"";"villa";"";"Via delle Ginestre";"Orbetello";"GR";"TOS"
7160;11,28;42,41;"Terme";"romani";"";"Cosa ";"abitato";"terme";"";"Via del lentisco";"Orbetello";"GR";"TOS"
7161;11,28;42,41;"terzo cardine";"romani";"";"Cosa ";"";"";"";"Via del lentisco";"Orbetello";"GR";"TOS"
7163;11,28;42,41;"primo cardine";"romani";"";"Cosa ";"";"";"";"Via del lentisco";"Orbetello";"GR";"TOS"
7164;11,28;42,41;"Basilica";"romani";"";"Cosa ";"religione";"basilica";"";"Via del lentisco";"Orbetello";"GR";"TOS"
7165;11,28;42,41;"Tempio C";"romani";"";"Cosa ";"religione";"templi";"";"Via del lentisco";"Orbetello";"GR";"TOS"
7166;11,28;42,41;"Tempio B";"romani";"";"Cosa ";"religione";"templi";"";"Via del lentisco";"Orbetello";"GR";"TOS"
7167;11,28;42,41;"Mercato";"romani";"";"Cosa ";"";"mercato";"";"Via del lentisco";"Orbetello";"GR";"TOS"
7168;11,28;42,41;"mura poligonali Est";"romani";"";"Cosa ";"difesa";"mura";"";"Via del lentisco";"Orbetello";"GR";"TOS"
7169;11,28;42,41;"Porta Nord-Est";"romani";"";"Cosa ";"architettonico";"porta";"";"Via del lentisco";"Orbetello";"GR";"TOS"
7170;11,28;42,41;"Foro";"romani";"";"Cosa ";"";"foro";"";"Via del lentisco";"Orbetello";"GR";"TOS"
7171;11,28;42,41;"Porta Sud-Est";"romani";"";"Cosa ";"architettonico";"porta";"";"Via del lentisco";"Orbetello";"GR";"TOS"
7172;11,28;42,41;"mura poligonali Sud";"romani";"";"Cosa ";"difesa";"mura";"";"Via del lentisco";"Orbetello";"GR";"TOS"
7173;11,28;42,41;"Tempio D";"romani";"";"Cosa ";"religione";"templi";"";"Via del rosmarino";"Orbetello";"GR";"TOS"
7174;11,28;42,41;"Acropoli";"romani";"";"Cosa ";"abitato";"acropoli";"";"Via del rosmarino";"Orbetello";"GR";"TOS"
7175;11,28;42,41;"Porta Ovest";"romani";"";"Cosa ";"architettonico";"porta";"";"Via del rosmarino";"Orbetello";"GR";"TOS"
7177;11,27;42,42;"Villa romana Tombolo di Feniglia";"romani";"";"Ansedonia ";"";"villa";"";"Via delle Mimose";"Orbetello";"GR";"TOS"
7178;11,29;42,41;"piccolo insediamento romano";"romani";"";"Ansedonia ";"";"insediamento";"";"Via Aurelia";"Orbetello";"GR";"TOS"
7179;11,30;42,41;"villa romana Casale Marotti";"romani";"";"Ansedonia ";"";"villa";"";"Via Aurelia";"Orbetello";"GR";"TOS"
7180;11,31;42,42;"villa romana Le Colonne";"romani";"";"Ansedonia ";"";"villa";"";"Via Aurelia";"Orbetello";"GR";"TOS"
7181;11,31;42,42;"villa romana";"romani";"";"Ansedonia ";"";"villa";"";"";"Orbetello";"GR";"TOS"
7182;11,32;42,42;"villa romana SetteFinestre (I sec.a.C.)";"romani";"I a.c.";"Ansedonia ";"";"villa";"";"";"Orbetello";"GR";"TOS"
7183;11,32;42,43;"villa romana Monte Alzato 2";"romani";"";"Ansedonia ";"";"villa";"";"";"Orbetello";"GR";"TOS"
7184;11,32;42,44;"villa romana Monte Alzato 1";"romani";"";"Ansedonia ";"";"villa";"";"";"Orbetello";"GR";"TOS"
7185;11,31;42,44;"villa romana La Torretta";"romani";"";"Ansedonia ";"";"villa";"";"";"Orbetello";"GR";"TOS"
7186;11,31;42,43;"villa romana Le Tombe";"romani";"";"Ansedonia ";"";"villa";"";"";"Orbetello";"GR";"TOS"
7187;11,32;42,41;"villa romana";"romani";"";"Ansedonia ";"";"villa";"";"Via Aurelia";"Orbetello";"GR";"TOS"
